Rk,Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Min,Total_Goals,Assits,G+A,Goal_without_Penalties,Penalty_Goals,Total_Penalties_Atemptted,Weekly Wages,Annual Wages
836,Nacho Vidal,es ESP,DF,Osasuna,29,1995,5,1,124,0,0,0,0,0,0,"EUR 16,731 (PS 14,122, $17,247)","EUR 870,000 (PS 734,346, $896,822)"
837,Naci Unuvar,nl NED,"MF,DF",Espanyol,21,2003,2,0,31,0,0,0,0,0,0,"EUR 8,077 (PS 6,818, $8,326)","EUR 420,000 (PS 354,512, $432,949)"
838,Nahuel Molina,ar ARG,DF,Atletico Madrid,26,1998,30,17,1590,0,3,3,0,0,0,"EUR 23,077 (PS 19,479, $23,788)","EUR 1,200,000 (PS 1,012,892, $1,236,996)"
839,Nahuel Tenaglia,ar ARG,DF,Alaves,28,1996,34,33,2922,2,1,3,2,0,0,"EUR 8,654 (PS 7,305, $8,921)","EUR 450,000 (PS 379,834, $463,874)"
840,Natan,br BRA,DF,Betis,23,2001,31,23,2175,1,1,2,1,0,0,"EUR 44,038 (PS 37,172, $45,396)","EUR 2,290,000 (PS 1,932,935, $2,360,601)"
841,Nayef Aguerd,ma MAR,DF,Real Sociedad,28,1996,21,21,1760,0,0,0,0,0,0,"EUR 57,692 (PS 48,697, $59,471)","EUR 3,000,000 (PS 2,532,229, $3,092,490)"
842,Nemanja Gudelj,rs SRB,"MF,DF",Sevilla,32,1991,31,27,2493,1,1,2,0,1,1,"EUR 78,846 (PS 66,552, $81,277)","EUR 4,100,000 (PS 3,460,713, $4,226,403)"
843,Nico Williams,es ESP,FW,Athletic Club,22,2002,29,22,1996,5,5,10,5,0,0,"EUR 200,385 (PS 169,140, $206,563)","EUR 10,420,000 (PS 8,795,275, $10,741,250)"
844,Nicolas Pepe,ci CIV,"FW,MF",Villarreal,29,1995,28,15,1500,3,6,9,3,0,0,"EUR 60,000 (PS 50,645, $61,850)","EUR 3,120,000 (PS 2,633,518, $3,216,190)"
845,Nicolas Serrano,es ESP,FW,Athletic Club,21,2003,4,1,112,0,0,0,0,0,0,"EUR 5,962 (PS 5,032, $6,145)","EUR 310,000 (PS 261,664, $319,557)"
846,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,29,19,1620,15,1,16,12,3,3,"EUR 48,077 (PS 40,581, $49,559)","EUR 2,500,000 (PS 2,110,191, $2,577,075)"
847,Olasagasti,es ESP,MF,Real Sociedad,23,2000,22,7,857,1,1,2,1,0,0,"EUR 5,769 (PS 4,870, $5,947)","EUR 300,000 (PS 253,223, $309,249)"
848,Oliver McBurnie,sct SCO,FW,Las Palmas,28,1996,34,20,1837,3,6,9,3,0,0,"EUR 40,000 (PS 33,763, $41,233)","EUR 2,080,000 (PS 1,755,679, $2,144,127)"
849,Omar Alderete,py PAR,DF,Getafe,27,1996,34,34,2971,1,0,1,1,0,0,"EUR 23,077 (PS 19,479, $23,788)","EUR 1,200,000 (PS 1,012,892, $1,236,996)"
850,Omar El Hilali,ma MAR,DF,Espanyol,20,2003,36,36,3153,0,2,2,0,0,0,"EUR 4,038 (PS 3,409, $4,163)","EUR 210,000 (PS 177,256, $216,474)"
851,Omar Mascarell,gq EQG,MF,Mallorca,31,1993,32,21,1992,1,0,1,1,0,0,"EUR 15,769 (PS 13,310, $16,255)","EUR 820,000 (PS 692,143, $845,281)"
852,Oriol Romeu,es ESP,MF,Girona,32,1991,25,17,1356,0,0,0,0,0,0,"EUR 67,308 (PS 56,813, $69,383)","EUR 3,500,000 (PS 2,954,267, $3,607,905)"
853,Pablo Barrios,es ESP,MF,Atletico Madrid,21,2003,31,28,2330,1,4,5,1,0,0,"EUR 22,115 (PS 18,667, $22,797)","EUR 1,150,000 (PS 970,688, $1,185,455)"
854,Pablo Duran,es ESP,"FW,MF",Celta Vigo,23,2001,27,15,1394,4,4,8,4,0,0,"EUR 2,692 (PS 2,273, $2,775)","EUR 140,000 (PS 118,171, $144,316)"
855,Pablo Fornals,es ESP,"MF,FW",Betis,28,1996,26,22,1827,2,0,2,2,0,0,"EUR 60,000 (PS 50,645, $61,850)","EUR 3,120,000 (PS 2,633,518, $3,216,190)"
856,Pablo Ibanez,es ESP,MF,Osasuna,25,1998,28,13,1294,1,1,2,1,0,0,"EUR 3,462 (PS 2,922, $3,568)","EUR 180,000 (PS 151,934, $185,549)"
857,Pablo Maffeo,es ESP,DF,Mallorca,27,1997,30,28,2368,0,2,2,0,0,0,"EUR 18,846 (PS 15,908, $19,427)","EUR 980,000 (PS 827,195, $1,010,213)"
858,Pablo Marin,es ESP,MF,Real Sociedad,21,2003,23,14,1239,1,2,3,1,0,0,"EUR 12,115 (PS 10,226, $12,489)","EUR 630,000 (PS 531,768, $649,423)"
859,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,10,4,310,3,1,4,3,0,0,"EUR 4,038 (PS 3,409, $4,163)","EUR 210,000 (PS 177,256, $216,474)"
860,Pape Gueye,sn SEN,MF,Villarreal,25,1999,34,26,2224,4,0,4,4,0,0,"EUR 36,154 (PS 30,517, $37,268)","EUR 1,880,000 (PS 1,586,863, $1,937,961)"
861,Pathe Ciss,sn SEN,"MF,DF",Rayo Vallecano,30,1994,33,25,2140,4,1,5,4,0,0,"EUR 6,538 (PS 5,519, $6,740)","EUR 340,000 (PS 286,986, $350,482)"
862,Pau Cabanes,es ESP,"MF,FW",Alaves,19,2005,16,2,351,1,0,1,1,0,0,"EUR 6,154 (PS 5,193, $6,972)","EUR 320,000 (PS 270,053, $362,521)"
863,Pau Cubarsi,es ESP,DF,Barcelona,17,2007,35,29,2618,0,3,3,0,0,0,"EUR 76,923 (PS 64,929, $79,295)","EUR 4,000,000 (PS 3,376,305, $4,123,320)"
864,Pau Lopez,es ESP,GK,Girona,29,1994,1,0,45,0,0,0,0,0,0,"EUR 74,038 (PS 62,494, $76,321)","EUR 3,850,000 (PS 3,249,694, $3,968,696)"
865,Pau Navarro,es ESP,DF,Villarreal,19,2005,17,8,916,0,0,0,0,0,0,"EUR 10,000 (PS 8,439, $11,329)","EUR 520,000 (PS 438,836, $589,096)"
866,Pau Victor,es ESP,FW,Barcelona,22,2001,21,2,319,2,1,3,2,0,0,"EUR 7,308 (PS 6,168, $7,533)","EUR 380,000 (PS 320,749, $391,715)"
867,Paulo Gazzaniga,ar ARG,GK,Girona,32,1992,36,36,3195,0,0,0,0,0,0,"EUR 23,846 (PS 20,128, $24,581)","EUR 1,240,000 (PS 1,046,655, $1,278,229)"
868,Pedri,es ESP,MF,Barcelona,21,2002,37,35,2879,4,5,9,4,0,0,"EUR 180,385 (PS 152,258, $185,946)","EUR 9,380,000 (PS 7,917,436, $9,669,186)"
869,Pedro Diaz,es ESP,MF,Rayo Vallecano,26,1998,26,12,1211,3,0,3,3,0,1,"EUR 13,846 (PS 11,687, $14,273)","EUR 720,000 (PS 607,735, $742,198)"
870,Pejino,es ESP,FW,Las Palmas,28,1996,1,0,16,0,0,0,0,0,0,"EUR 13,846 (PS 11,687, $14,273)","EUR 720,000 (PS 607,735, $742,198)"
871,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,21,2003,2,1,98,0,0,0,0,0,0,"EUR 3,077 (PS 2,597, $3,172)","EUR 160,000 (PS 135,052, $164,933)"
872,Pep Chavarria,es ESP,"DF,FW",Rayo Vallecano,26,1998,34,28,2585,0,1,1,0,0,0,"EUR 6,731 (PS 5,681, $6,938)","EUR 350,000 (PS 295,427, $360,791)"
873,Pere Milla,es ESP,"MF,FW",Espanyol,31,1992,20,1,456,3,0,3,3,0,0,"EUR 10,000 (PS 8,441, $10,308)","EUR 520,000 (PS 438,920, $536,032)"
874,Pol Lozano,es ESP,MF,Espanyol,24,1999,30,27,1943,0,1,1,0,0,0,"EUR 11,923 (PS 10,064, $12,291)","EUR 620,000 (PS 523,327, $639,115)"
875,Portu,es ESP,"FW,MF",Girona,32,1992,27,6,779,1,2,3,1,0,0,"EUR 34,615 (PS 29,218, $35,683)","EUR 1,800,000 (PS 1,519,337, $1,855,494)"
876,Rafa Mir,es ESP,"FW,MF",Valencia,27,1997,20,5,753,1,2,3,1,0,0,"EUR 36,538 (PS 30,841, $37,665)","EUR 1,900,000 (PS 1,603,745, $1,958,577)"
877,Randy Nteka,ao ANG,FW,Rayo Vallecano,26,1997,24,16,1129,3,0,3,3,0,0,"EUR 4,423 (PS 3,733, $4,559)","EUR 230,000 (PS 194,138, $237,091)"
878,Raphinha,br BRA,"FW,MF",Barcelona,27,1996,36,32,2839,18,9,27,16,2,2,"EUR 240,385 (PS 202,903, $247,796)","EUR 12,500,000 (PS 10,550,954, $12,885,376)"
879,Raul Albiol,es ESP,DF,Villarreal,38,1985,15,14,1188,0,0,0,0,0,0,"EUR 18,077 (PS 15,258, $18,634)","EUR 940,000 (PS 793,432, $968,980)"
880,Raul Asencio,es ESP,DF,Real Madrid,21,2003,23,18,1670,0,1,1,0,0,0,"EUR 120,192 (PS 101,432, $136,163)","EUR 6,250,000 (PS 5,274,474, $7,080,485)"
881,Raul Moro,es ESP,"MF,FW",Valladolid,21,2002,33,26,2341,4,5,9,4,0,0,"EUR 20,000 (PS 16,882, $20,617)","EUR 1,040,000 (PS 877,839, $1,072,063)"
882,Raul de Tomas,es ESP,"DF,FW",Rayo Vallecano,29,1994,2,0,22,0,0,0,0,0,0,"EUR 59,615 (PS 50,320, $61,453)","EUR 3,100,000 (PS 2,616,637, $3,195,573)"
883,Reinildo Mandava,mz MOZ,DF,Atletico Madrid,30,1994,19,10,941,0,0,0,0,0,0,"EUR 15,385 (PS 12,986, $15,859)","EUR 800,000 (PS 675,261, $824,664)"
884,Renato Tapia,pe PER,"MF,DF",Leganes,29,1995,34,28,2424,1,0,1,1,0,0,"EUR 28,077 (PS 23,699, $28,943)","EUR 1,460,000 (PS 1,232,351, $1,505,012)"
885,Ricardo Rodriguez,ch SUI,DF,Betis,31,1992,18,15,1274,0,1,1,0,0,0,"EUR 48,077 (PS 40,581, $49,559)","EUR 2,500,000 (PS 2,110,191, $2,577,075)"
886,Robert Lewandowski,pl POL,FW,Barcelona,35,1988,34,32,2667,27,2,29,24,3,4,"EUR 640,962 (PS 541,020, $660,722)","EUR 33,330,000 (PS 28,133,064, $34,357,567)"
887,Roberto Fernandez,es ESP,FW,Espanyol,22,2002,19,18,1497,6,0,6,6,0,0,"EUR 8,077 (PS 6,816, $9,150)","EUR 420,000 (PS 354,445, $475,809)"
888,Roberto Lopez,es ESP,MF,Leganes,24,2000,13,3,396,0,1,1,0,0,0,"EUR 16,154 (PS 13,635, $16,652)","EUR 840,000 (PS 709,024, $865,897)"
889,Roberto Navarro,es ESP,"MF,FW",Mallorca,22,2002,23,15,1278,1,0,1,1,0,0,"EUR 13,846 (PS 11,687, $14,273)","EUR 720,000 (PS 607,735, $742,198)"
890,Robin Le Normand,es ESP,DF,Atletico Madrid,27,1996,27,24,2151,1,0,1,1,0,0,"EUR 120,192 (PS 101,451, $123,898)","EUR 6,250,000 (PS 5,275,477, $6,442,688)"
892,Rodrigo De Paul,ar ARG,MF,Atletico Madrid,30,1994,34,23,2106,3,5,8,3,0,0,"EUR 128,269 (PS 108,269, $132,224)","EUR 6,670,000 (PS 5,629,989, $6,875,637)"
893,Rodrigo Riquelme,es ESP,"MF,DF",Atletico Madrid,24,2000,16,4,516,0,1,1,0,0,0,"EUR 11,923 (PS 10,064, $12,291)","EUR 620,000 (PS 523,327, $639,115)"
894,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,30,22,1928,6,5,11,6,0,0,"EUR 240,385 (PS 202,903, $247,796)","EUR 12,500,000 (PS 10,550,954, $12,885,376)"
895,Romain Perraud,fr FRA,DF,Betis,26,1997,28,22,2002,2,2,4,2,0,0,"EUR 36,154 (PS 30,517, $37,268)","EUR 1,880,000 (PS 1,586,863, $1,937,961)"
896,Ronald Araujo,uy URU,DF,Barcelona,25,1999,12,11,754,1,1,2,1,0,0,"EUR 134,615 (PS 113,626, $138,766)","EUR 7,000,000 (PS 5,908,534, $7,215,811)"
897,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,11,9,671,2,1,3,2,0,0,"EUR 31,923 (PS 26,940, $36,165)","EUR 1,660,000 (PS 1,400,900, $1,880,577)"
898,Ruben Garcia,es ESP,"FW,MF",Osasuna,31,1993,36,30,2413,5,5,10,5,0,0,"EUR 25,962 (PS 21,914, $26,762)","EUR 1,350,000 (PS 1,139,503, $1,391,621)"
899,Ruben Pena,es ESP,"FW,DF",Osasuna,33,1991,25,7,775,0,0,0,0,0,0,"EUR 15,962 (PS 13,473, $16,454)","EUR 830,000 (PS 700,583, $855,589)"
900,Rui Silva,pt POR,GK,Betis,30,1994,15,15,1350,0,0,0,0,0,0,"EUR 17,308 (PS 14,609, $17,841)","EUR 900,000 (PS 759,669, $927,747)"
901,Samu Costa,pt POR,MF,Mallorca,23,2000,32,31,2649,0,2,2,0,0,0,"EUR 13,462 (PS 11,363, $13,877)","EUR 700,000 (PS 590,853, $721,581)"
902,Samuel Lino,br BRA,"MF,DF",Atletico Madrid,24,1999,31,21,1552,3,4,7,3,0,0,"EUR 24,038 (PS 20,290, $24,780)","EUR 1,250,000 (PS 1,055,095, $1,288,538)"
903,Sandro Ramirez,es ESP,"FW,MF",Las Palmas,29,1995,31,25,2034,9,3,12,8,1,1,"EUR 28,654 (PS 24,186, $29,537)","EUR 1,490,000 (PS 1,257,674, $1,535,937)"
904,Santi Comesana,es ESP,MF,Villarreal,27,1996,35,30,2560,4,2,6,4,0,0,"EUR 24,038 (PS 20,290, $24,780)","EUR 1,250,000 (PS 1,055,095, $1,288,538)"
905,Santiago Mourino,uy URU,DF,Alaves,22,2002,25,20,1849,0,1,1,0,0,0,"EUR 6,154 (PS 5,194, $6,344)","EUR 320,000 (PS 270,104, $329,866)"
906,Saul Niguez,es ESP,MF,Sevilla,29,1994,24,17,1553,1,6,7,1,0,0,"EUR 96,154 (PS 81,161, $99,118)","EUR 5,000,000 (PS 4,220,382, $5,154,150)"
907,Scott McKenna,sct SCO,DF,Las Palmas,27,1996,29,28,2466,0,0,0,0,0,0,"EUR 40,000 (PS 33,763, $41,233)","EUR 2,080,000 (PS 1,755,679, $2,144,127)"
908,Selim Amallah,ma MAR,MF,Valladolid,27,1996,24,18,1376,3,1,4,2,1,1,"EUR 8,846 (PS 7,467, $9,119)","EUR 460,000 (PS 388,275, $474,182)"
909,Sergi Altimira,es ESP,MF,Betis,22,2001,32,22,1972,0,1,1,0,0,0,"EUR 3,846 (PS 3,246, $3,965)","EUR 200,000 (PS 168,815, $206,166)"
910,Sergi Canos,es ESP,"MF,FW",Valencia,27,1997,17,2,370,0,1,1,0,0,0,"EUR 28,846 (PS 24,348, $29,735)","EUR 1,500,000 (PS 1,266,114, $1,546,245)"
911,Sergi Cardona,es ESP,DF,Villarreal,25,1999,35,34,2945,1,7,8,1,0,0,"EUR 30,000 (PS 25,322, $30,925)","EUR 1,560,000 (PS 1,316,759, $1,608,095)"
912,Sergi Darder,es ESP,"MF,FW",Mallorca,30,1993,38,34,2744,2,6,8,2,0,0,"EUR 43,269 (PS 36,523, $44,603)","EUR 2,250,000 (PS 1,899,172, $2,319,368)"
913,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33,1991,16,1,362,0,0,0,0,0,0,"EUR 9,615 (PS 8,115, $10,893)","EUR 500,000 (PS 421,958, $566,439)"
914,Sergi Gomez,es ESP,DF,Espanyol,32,1992,12,6,664,0,0,0,0,0,0,"EUR 23,077 (PS 19,479, $23,788)","EUR 1,200,000 (PS 1,012,892, $1,236,996)"
915,Sergio Camello,es ESP,FW,Rayo Vallecano,23,2001,23,14,1134,3,2,5,3,0,0,"EUR 12,500 (PS 10,551, $12,885)","EUR 650,000 (PS 548,650, $670,040)"
916,Sergio Carreira,es ESP,"MF,DF",Celta Vigo,23,2000,23,19,1656,0,4,4,0,0,0,"EUR 11,538 (PS 9,739, $11,894)","EUR 600,000 (PS 506,446, $618,498)"
917,Sergio Gomez,es ESP,"MF,DF",Real Sociedad,23,2000,37,31,2738,2,5,7,2,0,0,"EUR 44,231 (PS 37,334, $45,594)","EUR 2,300,000 (PS 1,941,376, $2,370,909)"
918,Sergio Herrera,es ESP,GK,Osasuna,31,1993,37,37,3330,0,0,0,0,0,0,"EUR 18,269 (PS 15,421, $18,832)","EUR 950,000 (PS 801,873, $979,289)"
919,Seydouba Cisse,gn GUI,MF,Leganes,23,2001,34,31,2435,3,1,4,3,0,0,"EUR 577 (PS 487, $595)","EUR 30,000 (PS 25,322, $30,925)"
920,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,29,1995,22,11,995,2,1,3,2,0,0,"EUR 26,923 (PS 22,725, $27,753)","EUR 1,400,000 (PS 1,181,707, $1,443,162)"
921,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,2,1,97,0,0,0,0,0,0,"EUR 16,346 (PS 13,797, $16,850)","EUR 850,000 (PS 717,465, $876,206)"
922,Stanis Idumbo,be BEL,"FW,MF",Sevilla,19,2005,14,3,284,1,1,2,1,0,0,"EUR 8,077 (PS 6,816, $9,150)","EUR 420,000 (PS 354,445, $475,809)"
923,Stanko Juric,hr CRO,MF,Valladolid,27,1996,26,19,1729,0,0,0,0,0,0,"EUR 24,038 (PS 20,290, $24,780)","EUR 1,250,000 (PS 1,055,095, $1,288,538)"
924,Stefan Bajcetic,es ESP,"MF,DF",Las Palmas,19,2004,14,12,969,1,0,1,1,0,0,"EUR 28,846 (PS 24,344, $32,679)","EUR 1,500,000 (PS 1,265,874, $1,699,316)"
925,Stoichkov,es ESP,"MF,FW",Alaves,30,1993,16,6,699,0,1,1,0,0,0,"EUR 30,000 (PS 25,322, $30,925)","EUR 1,560,000 (PS 1,316,759, $1,608,095)"
926,Stole Dimitrievski,mk MKD,GK,Valencia,30,1993,4,4,360,0,0,0,0,0,0,"EUR 23,846 (PS 20,128, $24,581)","EUR 1,240,000 (PS 1,046,655, $1,278,229)"
927,Suso,es ESP,"FW,MF",Sevilla,30,1993,16,4,606,0,2,2,0,0,0,"EUR 53,846 (PS 45,450, $55,506)","EUR 2,800,000 (PS 2,363,414, $2,886,324)"
928,Sebastien Haller,ci CIV,FW,Leganes,30,1994,8,5,404,0,0,0,0,0,0,"EUR 48,077 (PS 40,581, $49,559)","EUR 2,500,000 (PS 2,110,191, $2,577,075)"
929,Tadeo Allende,ar ARG,FW,Celta Vigo,25,1999,1,0,2,0,0,0,0,0,0,"EUR 20,192 (PS 17,044, $20,815)","EUR 1,050,000 (PS 886,280, $1,082,372)"
930,Tajon Buchanan,ca CAN,MF,Villarreal,25,1999,13,4,416,1,2,3,1,0,0,"EUR 30,000 (PS 25,317, $33,986)","EUR 1,560,000 (PS 1,316,509, $1,767,289)"
931,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23,2001,36,27,2372,5,0,5,5,0,0,"EUR 48,077 (PS 40,581, $49,559)","EUR 2,500,000 (PS 2,110,191, $2,577,075)"
932,Takuma Asano,jp JPN,"FW,MF",Mallorca,29,1994,21,13,1054,2,1,3,2,0,0,"EUR 16,154 (PS 13,635, $16,652)","EUR 840,000 (PS 709,024, $865,897)"
933,Tamas Nikitscher,hu HUN,"MF,DF",Valladolid,24,1999,13,9,858,0,0,0,0,0,0,"EUR 10,000 (PS 8,439, $11,329)","EUR 520,000 (PS 438,836, $589,096)"
934,Tanguy Nianzou,fr FRA,DF,Sevilla,22,2002,6,6,518,0,0,0,0,0,0,"EUR 80,192 (PS 67,688, $82,665)","EUR 4,170,000 (PS 3,519,798, $4,298,562)"
935,Thibaut Courtois,be BEL,GK,Real Madrid,32,1992,30,30,2700,0,0,0,0,0,0,"EUR 288,462 (PS 243,484, $297,355)","EUR 15,000,000 (PS 12,661,145, $15,462,452)"
936,Thierno Barry,fr FRA,FW,Villarreal,21,2002,35,25,2323,11,4,15,10,1,1,"EUR 17,692 (PS 14,934, $18,238)","EUR 920,000 (PS 776,550, $948,364)"
937,Thierry Correia,pt POR,DF,Valencia,25,1999,11,9,768,0,0,0,0,0,0,"EUR 35,385 (PS 29,867, $36,476)","EUR 1,840,000 (PS 1,553,100, $1,896,727)"
938,Thomas Lemar,fr FRA,MF,Atletico Madrid,28,1995,5,0,85,0,0,0,0,0,0,"EUR 62,500 (PS 52,755, $64,427)","EUR 3,250,000 (PS 2,743,248, $3,350,198)"
939,Tomas Conechny,ar ARG,"FW,MF",Alaves,26,1998,22,9,847,1,0,1,1,0,0,"EUR 16,154 (PS 13,635, $16,652)","EUR 840,000 (PS 709,024, $865,897)"
940,Toni Lato,es ESP,DF,Mallorca,26,1997,14,7,621,0,0,0,0,0,0,"EUR 28,846 (PS 24,348, $29,735)","EUR 1,500,000 (PS 1,266,114, $1,546,245)"
941,Toni Martinez,es ESP,FW,Alaves,27,1997,28,9,1012,4,0,4,4,0,0,"EUR 34,231 (PS 28,893, $35,286)","EUR 1,780,000 (PS 1,502,456, $1,834,878)"
942,Unai Garcia,es ESP,DF,Osasuna,32,1992,3,1,65,0,0,0,0,0,0,"EUR 10,192 (PS 8,603, $10,507)","EUR 530,000 (PS 447,360, $546,340)"
943,Unai Gomez,es ESP,"MF,FW",Athletic Club,21,2003,32,14,1284,1,3,4,1,0,0,"EUR 5,769 (PS 4,870, $5,947)","EUR 300,000 (PS 253,223, $309,249)"
944,Unai Lopez,es ESP,MF,Rayo Vallecano,28,1995,32,23,1707,3,1,4,3,0,0,"EUR 10,385 (PS 8,765, $10,705)","EUR 540,000 (PS 455,801, $556,648)"
945,Unai Marrero,es ESP,GK,Real Sociedad,22,2001,2,2,180,0,0,0,0,0,0,"EUR 3,462 (PS 2,922, $3,568)","EUR 180,000 (PS 151,934, $185,549)"
946,Unai Nunez,es ESP,DF,Athletic Club,27,1997,10,7,645,0,0,0,0,0,0,"EUR 32,692 (PS 27,595, $33,700)","EUR 1,700,000 (PS 1,434,930, $1,752,411)"
947,Unai Simon,es ESP,GK,Athletic Club,27,1997,21,21,1890,0,0,0,0,0,0,"EUR 82,308 (PS 69,474, $84,845)","EUR 4,280,000 (PS 3,612,647, $4,411,953)"
948,Valentin Rosier,fr FRA,DF,Leganes,27,1996,32,28,2595,1,2,3,1,0,0,"EUR 34,231 (PS 28,893, $35,286)","EUR 1,780,000 (PS 1,502,456, $1,834,878)"
949,Valentin Barco,ar ARG,"DF,FW",Sevilla,20,2004,7,3,288,0,0,0,0,0,0,"EUR 30,000 (PS 25,322, $30,925)","EUR 1,560,000 (PS 1,316,759, $1,608,095)"
950,Valery Fernandez,es ESP,"MF,FW",Mallorca,24,1999,18,1,309,2,0,2,2,0,0,"EUR 6,923 (PS 5,844, $7,137)","EUR 360,000 (PS 303,867, $371,099)"
951,Vedat Muriqi,xk KVX,FW,Mallorca,30,1994,29,24,2058,7,2,9,5,2,3,"EUR 88,077 (PS 74,344, $90,792)","EUR 4,580,000 (PS 3,865,870, $4,721,202)"
952,Vicente Guaita,es ESP,GK,Celta Vigo,37,1987,34,34,3060,0,0,0,0,0,0,"EUR 46,154 (PS 38,957, $47,577)","EUR 2,400,000 (PS 2,025,783, $2,473,992)"
953,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,27,23,1913,2,5,7,2,0,0,"EUR 26,923 (PS 22,725, $27,753)","EUR 1,400,000 (PS 1,181,707, $1,443,162)"
954,Vinicius Junior,br BRA,FW,Real Madrid,24,2000,30,24,2253,11,8,19,9,2,3,"EUR 400,577 (PS 338,118, $412,927)","EUR 20,830,000 (PS 17,582,110, $21,472,191)"
955,Vitor Roque,br BRA,FW,Betis,19,2005,22,14,1235,4,0,4,4,0,0,"EUR 67,308 (PS 56,813, $69,383)","EUR 3,500,000 (PS 2,954,267, $3,607,905)"
956,Vladyslav Krapyvtsov,ua UKR,GK,Girona,19,2005,2,2,180,0,0,0,0,0,0,"EUR 3,462 (PS 2,921, $3,922)","EUR 180,000 (PS 151,905, $203,918)"
957,Victor Meseguer,es ESP,MF,Valladolid,25,1999,14,2,418,0,0,0,0,0,0,"EUR 16,731 (PS 14,122, $17,247)","EUR 870,000 (PS 734,346, $896,822)"
958,Walid Cheddira,ma MAR,FW,Espanyol,26,1998,22,5,640,1,1,2,1,0,0,"EUR 5,962 (PS 5,032, $6,145)","EUR 310,000 (PS 261,664, $319,557)"
959,William Carvalho,pt POR,MF,Betis,32,1992,14,6,484,0,0,0,0,0,0,"EUR 45,192 (PS 38,146, $46,586)","EUR 2,350,000 (PS 1,983,579, $2,422,451)"
960,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,32,15,1348,4,5,9,4,0,0,"EUR 4,808 (PS 4,058, $4,956)","EUR 250,000 (PS 211,019, $257,708)"
961,Willy Kambwala,fr FRA,DF,Villarreal,19,2004,19,12,1117,0,0,0,0,0,0,"EUR 20,000 (PS 16,882, $20,617)","EUR 1,040,000 (PS 877,839, $1,072,063)"
962,Wojciech Szczesny,pl POL,GK,Barcelona,34,1990,15,15,1350,0,0,0,0,0,0,"EUR 57,692 (PS 48,697, $59,471)","EUR 3,000,000 (PS 2,532,229, $3,092,490)"
963,Yangel Herrera,ve VEN,MF,Girona,26,1998,29,27,2257,4,3,7,4,0,0,"EUR 21,154 (PS 17,855, $21,806)","EUR 1,100,000 (PS 928,484, $1,133,913)"
964,Yarek Gasiorowski,es ESP,DF,Valencia,19,2005,15,9,947,0,0,0,0,0,0,"EUR 3,846 (PS 3,246, $3,965)","EUR 200,000 (PS 168,815, $206,166)"
965,Yaser Asprilla,co COL,"FW,MF",Girona,20,2003,27,15,1405,3,1,4,3,0,0,"EUR 20,000 (PS 16,882, $20,617)","EUR 1,040,000 (PS 877,839, $1,072,063)"
966,Yellu Santiago,es ESP,MF,Getafe,20,2004,19,4,372,0,0,0,0,0,0,"EUR 2,692 (PS 2,273, $2,775)","EUR 140,000 (PS 118,171, $144,316)"
967,Yeray Alvarez,es ESP,DF,Athletic Club,29,1995,21,20,1781,1,0,1,1,0,0,"EUR 46,154 (PS 38,957, $47,577)","EUR 2,400,000 (PS 2,025,783, $2,473,992)"
968,Yeremi Pino,es ESP,"MF,FW",Villarreal,21,2002,34,25,1934,4,7,11,4,0,0,"EUR 25,962 (PS 21,914, $26,762)","EUR 1,350,000 (PS 1,139,503, $1,391,621)"
969,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,22,20,1581,0,1,1,0,0,0,"EUR 16,346 (PS 13,797, $16,850)","EUR 850,000 (PS 717,465, $876,206)"
970,Yuri Berchiche,es ESP,DF,Athletic Club,34,1990,30,22,2044,0,2,2,0,0,0,"EUR 82,308 (PS 69,474, $84,845)","EUR 4,280,000 (PS 3,612,647, $4,411,953)"
971,Yvan Neyou,cm CMR,MF,Leganes,27,1997,30,27,2312,1,1,2,1,0,0,"EUR 5,769 (PS 4,870, $5,947)","EUR 300,000 (PS 253,223, $309,249)"
972,Alex Berenguer,es ESP,"FW,MF",Athletic Club,29,1995,36,28,2339,6,7,13,6,0,1,"EUR 24,038 (PS 20,290, $24,780)","EUR 1,250,000 (PS 1,055,095, $1,288,538)"
973,Alex Munoz,es ESP,DF,Las Palmas,30,1994,21,18,1415,3,0,3,3,0,0,"EUR 11,923 (PS 10,064, $12,291)","EUR 620,000 (PS 523,327, $639,115)"
974,Alex Remiro,es ESP,GK,Real Sociedad,29,1995,36,36,3240,0,0,0,0,0,0,"EUR 53,846 (PS 45,450, $55,506)","EUR 2,800,000 (PS 2,363,414, $2,886,324)"
975,Alex Suarez,es ESP,DF,Las Palmas,31,1993,30,30,2460,0,0,0,0,0,0,"EUR 12,115 (PS 10,226, $12,489)","EUR 630,000 (PS 531,768, $649,423)"
